Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.28     0.00   522860     0.00     0.00  std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::push_back(std::pair<std::string, std::string>&&)
  0.00      1.28     0.00   522860     0.00     0.00  std::__detail::_Map_base<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, true, std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true> >::operator[](std::string const&)
  0.00      1.28     0.00   522860     0.00     0.00  std::pair<std::__decay_and_strip<std::string&>::__type, std::__decay_and_strip<std::string&>::__type> std::make_pair<std::string&, std::string&>(std::string&, std::string&)
  0.00      1.28     0.00   477943     0.00     0.00  bool std::operator==<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&)
  0.00      1.28     0.00   477943     0.00     0.00  bool std::operator!=<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&)
  0.00      1.28     0.00   466050     0.00     0.00  std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&)
  0.00      1.28     0.00   450914     0.00     0.00  std::_Select1st<std::pair<std::string const, long> >::operator()(std::pair<std::string const, long>&) const
  0.00      1.28     0.00   450914     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, long>, false>*) const
  0.00      1.28     0.00   431726     0.00     0.00  std::_Select1st<std::pair<std::string const, long> >::operator()(std::pair<std::string const, long> const&) const
  0.00      1.28     0.00   431726     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<std::string const, long>, false> const*, unsigned long) const
  0.00      1.28     0.00   403675     0.00     0.00  std::move_iterator<std::string*>::operator*() const
  0.00      1.28     0.00   403675     0.00     0.00  std::move_iterator<std::string*>::operator++()
  0.00      1.28     0.00   403675     0.00     0.00  _ZSt10_ConstructISsISsEEvPT_DpOT0_
  0.00      1.28     0.00   393552     0.00     0.00  std::iterator_traits<unsigned long const*>::iterator_category std::__iterator_category<unsigned long const*>(unsigned long const* const&)
  0.00      1.28     0.00   370231     0.00     0.00  std::pair<bool, int>::pair<bool, int>(std::pair<bool, int>&&)
  0.00      1.28     0.00   370231     0.00     0.00  std::pair<std::__decay_and_strip<bool>::__type, std::__decay_and_strip<int>::__type> std::make_pair<bool, int>(bool&&, int&&)
  0.00      1.28     0.00   361576     0.00     0.00  bool std::__detail::operator!=<std::pair<std::string const, long>, false>(std::__detail::_Hashtable_iterator_base<std::pair<std::string const, long>, false> const&, std::__detail::_Hashtable_iterator_base<std::pair<std::string const, long>, false> const&)
  0.00      1.28     0.00   355717     0.00     0.00  CountPair::CountPair(CountPair const&)
  0.00      1.28     0.00   355717     0.00     0.00  void __gnu_cxx::new_allocator<CountPair>::construct<CountPair>(CountPair*, CountPair&&)
  0.00      1.28     0.00   355717     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false> >::construct<std::pair<std::string, long> >(std::__detail::_Hash_node<std::pair<std::string const, long>, false>*, std::pair<std::string, long>&&)
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_copy_code(std::__detail::_Hash_node<std::pair<std::string const, long>, false>*, std::__detail::_Hash_node<std::pair<std::string const, long>, false> const*) const
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<std::string const, long>, false>*, unsigned long) const
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false>::operator->() const
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hash_node<std::pair<std::string const, long>, false>* std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node<std::pair<std::string const, long>&>(std::pair<std::string const, long>&)
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hash_node<std::pair<std::string const, long>, false>* std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node<std::pair<std::string, long> >(std::pair<std::string, long>&&)
  0.00      1.28     0.00   355717     0.00     0.00  std::pair<std::string const, long>::pair<std::string, long>(std::pair<std::string, long>&&)
  0.00      1.28     0.00   355717     0.00     0.00  std::pair<std::string, long>::pair<long, void>(std::string const&, long&&)
  0.00      1.28     0.00   355717     0.00     0.00  void std::vector<CountPair, std::allocator<CountPair> >::emplace_back<CountPair>(CountPair&&)
  0.00      1.28     0.00   355717     0.00     0.00  std::vector<CountPair, std::allocator<CountPair> >::push_back(CountPair&&)
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hash_node<std::pair<std::string const, long>, false>::_Hash_node<std::pair<std::string const, long>&>(std::pair<std::string const, long>&)
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hash_node<std::pair<std::string const, long>, false>::_Hash_node<std::pair<std::string, long> >(std::pair<std::string, long>&&)
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, long>, false>*, std::__detail::_Hash_node<std::pair<std::string const, long>, false>**)
  0.00      1.28     0.00   355717     0.00     0.00  std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false>::operator++()
  0.00      1.28     0.00   355717     0.00     0.00  std::pair<std::string const, long>* std::__addressof<std::pair<std::string const, long> >(std::pair<std::string const, long>&)
  0.00      1.28     0.00   355717     0.00     0.00  std::pair<std::__decay_and_strip<std::string const&>::__type, std::__decay_and_strip<long>::__type> std::make_pair<std::string const&, long>(std::string const&, long&&)
  0.00      1.28     0.00   351788     0.00     0.00  void std::advance<unsigned long const*, long>(unsigned long const*&, long)
  0.00      1.28     0.00   337895     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::end()
  0.00      1.28     0.00   324781     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::begin()
  0.00      1.28     0.00   268822     0.00     0.00  decltype (({parm#1}.begin)()) std::begin<std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >&)
  0.00      1.28     0.00   262265     0.00     0.00  void __gnu_cxx::new_allocator<std::string>::construct<std::string>(std::string*, std::string&&)
  0.00      1.28     0.00   262265     0.00     0.00  void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string>(std::string&&)
  0.00      1.28     0.00   262265     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::push_back(std::string&&)
  0.00      1.28     0.00   256743     0.00     0.00  std::__detail::_Hashtable_iterator_base<std::pair<std::string const, long>, false>::_M_incr_bucket()
  0.00      1.28     0.00   220312     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::string>::base() const
  0.00      1.28     0.00   219727     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      1.28     0.00   160422     0.00     0.00  std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>::base() const
  0.00      1.28     0.00   148536     0.00     0.00  std::move_iterator<std::string*> std::make_move_iterator<std::string*>(std::string* const&)
  0.00      1.28     0.00   136970     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >::base() const
  0.00      1.28     0.00   132643     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*)
  0.00      1.28     0.00   132643     0.00     0.00  void std::_Destroy<std::string*>(std::string*, std::string*)
  0.00      1.28     0.00   132643     0.00     0.00  void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&)
  0.00      1.28     0.00   129072     0.00     0.00  boost::algorithm::detail::is_classifiedF::~is_classifiedF()
  0.00      1.28     0.00   126086     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long)
  0.00      1.28     0.00   123957     0.00     0.00  __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::__normal_iterator(CountPair* const&)
  0.00      1.28     0.00   123147     0.00     0.00  __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::difference_type __gnu_cxx::operator-<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&)
  0.00      1.28     0.00   122692     0.00     0.00  __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const
  0.00      1.28     0.00   113094     0.00     0.00  __gnu_cxx::new_allocator<std::string>::max_size() const
  0.00      1.28     0.00   111261     0.00     0.00  std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_get_Tp_allocator()
  0.00      1.28     0.00   110284     0.00     0.00  std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>::move_iterator(std::vector<std::string, std::allocator<std::string> >*)
  0.00      1.28     0.00   110284     0.00     0.00  std::move_iterator<std::vector<std::string, std::allocator<std::string> >*> std::make_move_iterator<std::vector<std::string, std::allocator<std::string> >*>(std::vector<std::string, std::allocator<std::string> >* const&)
  0.00      1.28     0.00   100496     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const
  0.00      1.28     0.00    96804     0.00     0.00  boost::algorithm::detail::is_classifiedF::is_classifiedF(boost::algorithm::detail::is_classifiedF const&)
  0.00      1.28     0.00    95509     0.00     0.00  __gnu_cxx::new_allocator<std::string>::~new_allocator()
  0.00      1.28     0.00    95509     0.00     0.00  std::allocator<std::string>::~allocator()
  0.00      1.28     0.00    92205     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::max_size() const
  0.00      1.28     0.00    88952     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl()
  0.00      1.28     0.00    88952     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::~vector()
  0.00      1.28     0.00    88636     0.00     0.00  std::vector<std::string, std::allocator<std::string> >* std::__addressof<std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >&)
  0.00      1.28     0.00    87795     0.00     0.00  std::__detail::_Hashtable_iterator<std::string, true, false>&& std::forward<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::remove_reference<std::__detail::_Hashtable_iterator<std::string, true, false> >::type&)
  0.00      1.28     0.00    82908     0.00     0.00  __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::operator+(long const&) const
  0.00      1.28     0.00    81502     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false>*>::new_allocator()
